,transaction_id,date,account_id,account_type,category,vendor,amount,type,status,balance_after_transaction,total_spent,transaction_count,initial_balance,ending_balance,credit_limit,total_spent_total,transaction_count_total,total_spent_total,transaction_count_total
199,200,2022-07-19,1,Checking,Utilities,Comcast,121.14,credit,completed,-3303.2,,,5000,,,8867.09,61.0,13999.15,95
200,201,2022-07-20,1,Checking,Entertainment,Spotify,258.19,debit,completed,-3561.39,,,5000,,,10627.59,70.0,16169.18,108
201,202,2022-07-21,1,Checking,Healthcare,CVS,72.51,credit,completed,-3488.8799999999997,,,5000,,,13175.28,80.0,16608.36,106
202,203,2022-07-22,1,Checking,Dining,McDonald's,206.99,debit,completed,-3695.87,,,5000,,,13425.619999999999,79.0,19737.97,120
203,204,2022-07-23,1,Checking,Utilities,Con Edison,38.88,debit,completed,-3734.75,,,5000,,,8867.09,61.0,13999.15,95
204,205,2022-07-24,1,Checking,Dining,Chipotle,63.89,credit,completed,-3670.86,,,5000,,,13425.619999999999,79.0,19737.97,120
205,206,2022-07-25,1,Checking,Entertainment,Spotify,73.56,debit,completed,-3744.42,,,5000,,,10627.59,70.0,16169.18,108
206,207,2022-07-26,1,Checking,Rent,Rent Payment,236.71,debit,completed,-3981.13,,,5000,,,10299.59,68.0,17219.66,110
207,208,2022-07-27,1,Checking,Dining,Chipotle,278.07,credit,completed,-3703.06,,,5000,,,13425.619999999999,79.0,19737.97,120
208,209,2022-07-28,1,Checking,Dining,Chipotle,256.96,debit,completed,-3960.02,,,5000,,,13425.619999999999,79.0,19737.97,120
209,210,2022-07-29,1,Checking,Utilities,Comcast,230.28,debit,pending,-4190.3,,,5000,,,8867.09,61.0,13999.15,95
210,211,2022-07-30,1,Checking,Entertainment,Movie Theater,172.01,debit,completed,-4362.31,,,5000,,,10627.59,70.0,16169.18,108
211,212,2022-07-31,1,Checking,Utilities,Con Edison,85.97,debit,completed,-4448.280000000001,,,5000,,,8867.09,61.0,13999.15,95
212,213,2022-08-01,1,Checking,Healthcare,CVS,201.81,debit,completed,-4650.090000000001,,,5000,,,13175.28,80.0,16608.36,106
213,214,2022-08-02,1,Checking,Dining,McDonald's,112.81,credit,completed,-4537.280000000001,,,5000,,,13425.619999999999,79.0,19737.97,120
214,215,2022-08-03,1,Checking,Entertainment,Netflix,24.92,debit,completed,-4562.200000000001,,,5000,,,10627.59,70.0,16169.18,108
215,216,2022-08-04,1,Checking,Dining,McDonald's,190.57,debit,pending,-4752.77,,,5000,,,13425.619999999999,79.0,19737.97,120
216,217,2022-08-05,1,Checking,Dining,Starbucks,142.43,credit,completed,-4610.34,,,5000,,,13425.619999999999,79.0,19737.97,120
217,218,2022-08-06,1,Checking,Rent,Rent Payment,83.39,debit,completed,-4693.7300000000005,,,5000,,,10299.59,68.0,17219.66,110
218,219,2022-08-07,1,Checking,Rent,Rent Payment,196.11,debit,completed,-4889.84,,,5000,,,10299.59,68.0,17219.66,110
219,220,2022-08-08,1,Checking,Groceries,Trader Joe's,40.04,debit,completed,-4929.88,,,5000,,,8829.12,62.0,14691.57,101
220,221,2022-08-09,1,Checking,Rent,Rent Payment,94.31,debit,completed,-5024.1900000000005,,,5000,,,10299.59,68.0,17219.66,110
221,222,2022-08-10,1,Checking,Dining,Chipotle,151.91,debit,pending,-5176.1,,,5000,,,13425.619999999999,79.0,19737.97,120
222,223,2022-08-11,1,Checking,Groceries,Trader Joe's,69.91,debit,completed,-5246.01,,,5000,,,8829.12,62.0,14691.57,101
223,224,2022-08-12,1,Checking,Utilities,Con Edison,292.59,credit,completed,-4953.42,,,5000,,,8867.09,61.0,13999.15,95
224,225,2022-08-13,1,Checking,Dining,Chipotle,148.34,debit,completed,-5101.76,,,5000,,,13425.619999999999,79.0,19737.97,120
225,226,2022-08-14,1,Checking,Entertainment,Movie Theater,78.84,credit,completed,-5022.92,,,5000,,,10627.59,70.0,16169.18,108
226,227,2022-08-15,1,Checking,Entertainment,Movie Theater,159.69,debit,completed,-5182.61,,,5000,,,10627.59,70.0,16169.18,108
227,228,2022-08-16,1,Checking,Groceries,Trader Joe's,65.52,credit,completed,-5117.089999999999,,,5000,,,8829.12,62.0,14691.57,101
228,229,2022-08-17,1,Checking,Groceries,Walmart,65.05,debit,pending,-5182.139999999999,,,5000,,,8829.12,62.0,14691.57,101
229,230,2022-08-18,1,Checking,Utilities,Con Edison,230.43,credit,completed,-4951.709999999999,,,5000,,,8867.09,61.0,13999.15,95
230,231,2022-08-19,1,Checking,Healthcare,Walgreens,234.18,debit,completed,-5185.889999999999,,,5000,,,13175.28,80.0,16608.36,106
231,232,2022-08-20,1,Checking,Healthcare,Walgreens,241.85,debit,completed,-5427.74,,,5000,,,13175.28,80.0,16608.36,106
232,233,2022-08-21,1,Checking,Healthcare,CVS,150.74,debit,completed,-5578.48,,,5000,,,13175.28,80.0,16608.36,106
233,234,2022-08-22,1,Checking,Rent,Rent Payment,100.87,credit,completed,-5477.61,,,5000,,,10299.59,68.0,17219.66,110
234,235,2022-08-23,1,Checking,Utilities,Con Edison,74.55,credit,pending,-5403.0599999999995,,,5000,,,8867.09,61.0,13999.15,95
235,236,2022-08-24,1,Checking,Utilities,Comcast,159.89,debit,completed,-5562.95,,,5000,,,8867.09,61.0,13999.15,95
236,237,2022-08-25,1,Checking,Healthcare,CVS,263.76,debit,completed,-5826.71,,,5000,,,13175.28,80.0,16608.36,106
237,238,2022-08-26,1,Checking,Shopping,Target,231.05,debit,completed,-6057.76,,,5000,,,9529.24,63.0,15401.48,101
238,239,2022-08-27,1,Checking,Dining,McDonald's,176.02,debit,completed,-6233.780000000001,,,5000,,,13425.619999999999,79.0,19737.97,120
239,240,2022-08-28,1,Checking,Healthcare,CVS,252.44,credit,completed,-5981.340000000001,,,5000,,,13175.28,80.0,16608.36,106
240,241,2022-08-29,1,Checking,Healthcare,CVS,181.68,debit,completed,-6163.020000000001,,,5000,,,13175.28,80.0,16608.36,106
241,242,2022-08-30,1,Checking,Rent,Rent Payment,33.1,credit,completed,-6129.920000000001,,,5000,,,10299.59,68.0,17219.66,110
242,243,2022-08-31,1,Checking,Shopping,Amazon,182.25,credit,completed,-5947.670000000001,,,5000,,,9529.24,63.0,15401.48,101
243,244,2022-09-01,1,Checking,Dining,Starbucks,258.51,debit,completed,-6206.180000000001,,,5000,,,13425.619999999999,79.0,19737.97,120
244,245,2022-09-02,1,Checking,Healthcare,Walgreens,226.05,debit,completed,-6432.230000000001,,,5000,,,13175.28,80.0,16608.36,106
245,246,2022-09-03,1,Checking,Healthcare,Walgreens,115.82,credit,completed,-6316.410000000002,,,5000,,,13175.28,80.0,16608.36,106
246,247,2022-09-04,1,Checking,Entertainment,Netflix,84.18,debit,completed,-6400.590000000002,,,5000,,,10627.59,70.0,16169.18,108
247,248,2022-09-05,1,Checking,Utilities,Comcast,76.41,credit,completed,-6324.180000000002,,,5000,,,8867.09,61.0,13999.15,95
248,249,2022-09-06,1,Checking,Shopping,Best Buy,76.65,debit,completed,-6400.830000000002,,,5000,,,9529.24,63.0,15401.48,101
249,250,2022-09-07,1,Checking,Shopping,Amazon,109.05,debit,completed,-6509.880000000002,,,5000,,,9529.24,63.0,15401.48,101
250,251,2022-09-08,1,Checking,Entertainment,Spotify,197.47,debit,completed,-6707.350000000002,,,5000,,,10627.59,70.0,16169.18,108
251,252,2022-09-09,1,Checking,Rent,Rent Payment,19.33,debit,completed,-6726.680000000002,,,5000,,,10299.59,68.0,17219.66,110
252,253,2022-09-10,1,Checking,Utilities,Comcast,76.18,credit,completed,-6650.500000000002,,,5000,,,8867.09,61.0,13999.15,95
253,254,2022-09-11,1,Checking,Healthcare,CVS,46.42,debit,completed,-6696.920000000002,,,5000,,,13175.28,80.0,16608.36,106
254,255,2022-09-12,1,Checking,Healthcare,CVS,225.64,credit,completed,-6471.280000000002,,,5000,,,13175.28,80.0,16608.36,106
255,256,2022-09-13,1,Checking,Groceries,Walmart,276.52,debit,completed,-6747.800000000001,,,5000,,,8829.12,62.0,14691.57,101
256,257,2022-09-14,1,Checking,Groceries,Trader Joe's,70.27,debit,completed,-6818.0700000000015,,,5000,,,8829.12,62.0,14691.57,101
257,258,2022-09-15,1,Checking,Shopping,Best Buy,253.69,debit,completed,-7071.760000000001,,,5000,,,9529.24,63.0,15401.48,101
258,259,2022-09-16,1,Checking,Groceries,Trader Joe's,51.04,debit,completed,-7122.800000000001,,,5000,,,8829.12,62.0,14691.57,101
259,260,2022-09-17,1,Checking,Healthcare,CVS,170.3,credit,completed,-6952.500000000001,,,5000,,,13175.28,80.0,16608.36,106
260,261,2022-09-18,1,Checking,Healthcare,Walgreens,230.5,debit,pending,-7183.000000000001,,,5000,,,13175.28,80.0,16608.36,106
261,262,2022-09-19,1,Checking,Rent,Rent Payment,22.12,credit,completed,-7160.880000000001,,,5000,,,10299.59,68.0,17219.66,110
262,263,2022-09-20,1,Checking,Rent,Rent Payment,259.53,credit,completed,-6901.350000000001,,,5000,,,10299.59,68.0,17219.66,110
263,264,2022-09-21,1,Checking,Dining,Chipotle,136.53,debit,pending,-7037.880000000001,,,5000,,,13425.619999999999,79.0,19737.97,120
264,265,2022-09-22,1,Checking,Utilities,Comcast,234.27,debit,completed,-7272.1500000000015,,,5000,,,8867.09,61.0,13999.15,95
265,266,2022-09-23,1,Checking,Rent,Rent Payment,122.09,debit,pending,-7394.240000000002,,,5000,,,10299.59,68.0,17219.66,110
266,267,2022-09-24,1,Checking,Entertainment,Spotify,288.61,credit,completed,-7105.630000000002,,,5000,,,10627.59,70.0,16169.18,108
267,268,2022-09-25,1,Checking,Utilities,Comcast,264.01,credit,completed,-6841.620000000002,,,5000,,,8867.09,61.0,13999.15,95
268,269,2022-09-26,1,Checking,Rent,Rent Payment,29.21,debit,pending,-6870.830000000002,,,5000,,,10299.59,68.0,17219.66,110
269,270,2022-09-27,1,Checking,Shopping,Target,64.12,debit,pending,-6934.950000000002,,,5000,,,9529.24,63.0,15401.48,101
270,271,2022-09-28,1,Checking,Utilities,Comcast,33.74,credit,pending,-6901.210000000002,,,5000,,,8867.09,61.0,13999.15,95
271,272,2022-09-29,1,Checking,Dining,McDonald's,223.99,debit,pending,-7125.200000000002,,,5000,,,13425.619999999999,79.0,19737.97,120
272,273,2022-09-30,1,Checking,Dining,Chipotle,184.03,credit,completed,-6941.170000000002,,,5000,,,13425.619999999999,79.0,19737.97,120
273,274,2022-10-01,1,Checking,Entertainment,Spotify,94.13,debit,completed,-7035.300000000002,,,5000,,,10627.59,70.0,16169.18,108
274,275,2022-10-02,1,Checking,Shopping,Amazon,175.85,debit,completed,-7211.150000000002,,,5000,,,9529.24,63.0,15401.48,101
275,276,2022-10-03,1,Checking,Groceries,Walmart,23.3,debit,completed,-7234.450000000003,,,5000,,,8829.12,62.0,14691.57,101
276,277,2022-10-04,1,Checking,Rent,Rent Payment,212.48,debit,pending,-7446.930000000002,,,5000,,,10299.59,68.0,17219.66,110
277,278,2022-10-05,1,Checking,Shopping,Best Buy,70.23,credit,completed,-7376.700000000003,,,5000,,,9529.24,63.0,15401.48,101
278,279,2022-10-06,1,Checking,Utilities,Con Edison,55.07,debit,completed,-7431.770000000002,,,5000,,,8867.09,61.0,13999.15,95
279,280,2022-10-07,1,Checking,Dining,McDonald's,36.8,debit,pending,-7468.570000000002,,,5000,,,13425.619999999999,79.0,19737.97,120
280,281,2022-10-08,1,Checking,Rent,Rent Payment,159.86,debit,completed,-7628.430000000002,,,5000,,,10299.59,68.0,17219.66,110
281,282,2022-10-09,1,Checking,Shopping,Best Buy,248.66,debit,completed,-7877.090000000002,,,5000,,,9529.24,63.0,15401.48,101
282,283,2022-10-10,1,Checking,Entertainment,Movie Theater,290.89,credit,completed,-7586.200000000002,,,5000,,,10627.59,70.0,16169.18,108
283,284,2022-10-11,1,Checking,Entertainment,Netflix,141.24,debit,completed,-7727.440000000001,,,5000,,,10627.59,70.0,16169.18,108
284,285,2022-10-12,1,Checking,Utilities,Con Edison,75.22,debit,completed,-7802.660000000002,,,5000,,,8867.09,61.0,13999.15,95
285,286,2022-10-13,1,Checking,Healthcare,Walgreens,18.07,debit,completed,-7820.730000000001,,,5000,,,13175.28,80.0,16608.36,106
286,287,2022-10-14,1,Checking,Healthcare,CVS,98.34,debit,completed,-7919.0700000000015,,,5000,,,13175.28,80.0,16608.36,106
287,288,2022-10-15,1,Checking,Healthcare,CVS,175.71,debit,completed,-8094.780000000002,,,5000,,,13175.28,80.0,16608.36,106
288,289,2022-10-16,1,Checking,Entertainment,Movie Theater,212.66,debit,completed,-8307.440000000002,,,5000,,,10627.59,70.0,16169.18,108
289,290,2022-10-17,1,Checking,Dining,McDonald's,124.62,debit,completed,-8432.060000000003,,,5000,,,13425.619999999999,79.0,19737.97,120
290,291,2022-10-18,1,Checking,Groceries,Walmart,34.92,debit,pending,-8466.980000000003,,,5000,,,8829.12,62.0,14691.57,101
291,292,2022-10-19,1,Checking,Entertainment,Netflix,99.06,debit,completed,-8566.040000000003,,,5000,,,10627.59,70.0,16169.18,108
292,293,2022-10-20,1,Checking,Healthcare,Walgreens,253.88,debit,completed,-8819.920000000002,,,5000,,,13175.28,80.0,16608.36,106
293,294,2022-10-21,1,Checking,Utilities,Comcast,225.89,debit,completed,-9045.810000000001,,,5000,,,8867.09,61.0,13999.15,95
294,295,2022-10-22,1,Checking,Shopping,Best Buy,152.87,debit,completed,-9198.680000000002,,,5000,,,9529.24,63.0,15401.48,101
295,296,2022-10-23,1,Checking,Healthcare,Walgreens,123.67,debit,completed,-9322.350000000002,,,5000,,,13175.28,80.0,16608.36,106
296,297,2022-10-24,1,Checking,Rent,Rent Payment,160.99,debit,pending,-9483.340000000002,,,5000,,,10299.59,68.0,17219.66,110
297,298,2022-10-25,1,Checking,Rent,Rent Payment,44.45,credit,completed,-9438.890000000001,,,5000,,,10299.59,68.0,17219.66,110
298,299,2022-10-26,1,Checking,Healthcare,CVS,187.42,debit,completed,-9626.310000000001,,,5000,,,13175.28,80.0,16608.36,106
299,300,2022-10-27,1,Checking,Dining,Chipotle,195.07,debit,completed,-9821.380000000001,,,5000,,,13425.619999999999,79.0,19737.97,120
300,301,2022-10-28,1,Checking,Healthcare,CVS,129.57,debit,completed,-9950.95,,,5000,,,13175.28,80.0,16608.36,106
301,302,2022-10-29,1,Checking,Shopping,Target,229.69,credit,completed,-9721.26,,,5000,,,9529.24,63.0,15401.48,101
302,303,2022-10-30,1,Checking,Rent,Rent Payment,168.44,credit,pending,-9552.82,,,5000,,,10299.59,68.0,17219.66,110
303,304,2022-10-31,1,Checking,Dining,Starbucks,79.13,debit,completed,-9631.949999999999,,,5000,,,13425.619999999999,79.0,19737.97,120
304,305,2022-11-01,1,Checking,Dining,Chipotle,292.99,debit,completed,-9924.939999999999,,,5000,,,13425.619999999999,79.0,19737.97,120
305,306,2022-11-02,1,Checking,Healthcare,Walgreens,231.64,debit,completed,-10156.579999999998,,,5000,,,13175.28,80.0,16608.36,106
306,307,2022-11-03,1,Checking,Utilities,Comcast,115.42,debit,completed,-10271.999999999998,,,5000,,,8867.09,61.0,13999.15,95
307,308,2022-11-04,1,Checking,Rent,Rent Payment,101.39,debit,completed,-10373.389999999998,,,5000,,,10299.59,68.0,17219.66,110
308,309,2022-11-05,1,Checking,Rent,Rent Payment,72.99,credit,completed,-10300.399999999998,,,5000,,,10299.59,68.0,17219.66,110
309,310,2022-11-06,1,Checking,Utilities,Comcast,5.56,credit,completed,-10294.839999999998,,,5000,,,8867.09,61.0,13999.15,95
310,311,2022-11-07,1,Checking,Healthcare,CVS,84.45,credit,completed,-10210.389999999998,,,5000,,,13175.28,80.0,16608.36,106
311,312,2022-11-08,1,Checking,Dining,McDonald's,114.05,debit,completed,-10324.439999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
312,313,2022-11-09,1,Checking,Utilities,Comcast,67.09,debit,completed,-10391.529999999997,,,5000,,,8867.09,61.0,13999.15,95
313,314,2022-11-10,1,Checking,Dining,Chipotle,71.43,debit,completed,-10462.959999999997,,,5000,,,13425.619999999999,79.0,19737.97,120
314,315,2022-11-11,1,Checking,Healthcare,Walgreens,31.32,debit,completed,-10494.279999999997,,,5000,,,13175.28,80.0,16608.36,106
315,316,2022-11-12,1,Checking,Dining,Chipotle,26.46,credit,pending,-10467.819999999998,,,5000,,,13425.619999999999,79.0,19737.97,120
316,317,2022-11-13,1,Checking,Rent,Rent Payment,120.52,debit,completed,-10588.339999999998,,,5000,,,10299.59,68.0,17219.66,110
317,318,2022-11-14,1,Checking,Shopping,Amazon,273.04,credit,completed,-10315.299999999997,,,5000,,,9529.24,63.0,15401.48,101
318,319,2022-11-15,1,Checking,Shopping,Amazon,262.69,debit,completed,-10577.989999999998,,,5000,,,9529.24,63.0,15401.48,101
319,320,2022-11-16,1,Checking,Healthcare,CVS,235.48,debit,completed,-10813.469999999998,,,5000,,,13175.28,80.0,16608.36,106
320,321,2022-11-17,1,Checking,Groceries,Whole Foods,54.19,credit,completed,-10759.279999999997,,,5000,,,8829.12,62.0,14691.57,101
321,322,2022-11-18,1,Checking,Groceries,Walmart,84.92,debit,completed,-10844.199999999997,,,5000,,,8829.12,62.0,14691.57,101
322,323,2022-11-19,1,Checking,Shopping,Target,229.26,debit,completed,-11073.459999999997,,,5000,,,9529.24,63.0,15401.48,101
323,324,2022-11-20,1,Checking,Entertainment,Netflix,40.19,debit,completed,-11113.649999999998,,,5000,,,10627.59,70.0,16169.18,108
324,325,2022-11-21,1,Checking,Healthcare,Walgreens,179.4,debit,completed,-11293.049999999997,,,5000,,,13175.28,80.0,16608.36,106
325,326,2022-11-22,1,Checking,Entertainment,Netflix,113.8,credit,completed,-11179.249999999998,,,5000,,,10627.59,70.0,16169.18,108
326,327,2022-11-23,1,Checking,Entertainment,Spotify,161.56,debit,completed,-11340.809999999998,,,5000,,,10627.59,70.0,16169.18,108
327,328,2022-11-24,1,Checking,Entertainment,Movie Theater,200.75,debit,completed,-11541.559999999998,,,5000,,,10627.59,70.0,16169.18,108
328,329,2022-11-25,1,Checking,Groceries,Walmart,149.22,debit,completed,-11690.779999999997,,,5000,,,8829.12,62.0,14691.57,101
329,330,2022-11-26,1,Checking,Rent,Rent Payment,12.51,credit,completed,-11678.269999999997,,,5000,,,10299.59,68.0,17219.66,110
330,331,2022-11-27,1,Checking,Rent,Rent Payment,155.62,credit,completed,-11522.649999999996,,,5000,,,10299.59,68.0,17219.66,110
331,332,2022-11-28,1,Checking,Utilities,Comcast,188.05,credit,completed,-11334.599999999997,,,5000,,,8867.09,61.0,13999.15,95
332,333,2022-11-29,1,Checking,Entertainment,Netflix,67.7,credit,completed,-11266.899999999996,,,5000,,,10627.59,70.0,16169.18,108
333,334,2022-11-30,1,Checking,Shopping,Best Buy,265.05,debit,completed,-11531.949999999995,,,5000,,,9529.24,63.0,15401.48,101
334,335,2022-12-01,1,Checking,Rent,Rent Payment,120.46,debit,pending,-11652.409999999994,,,5000,,,10299.59,68.0,17219.66,110
335,336,2022-12-02,1,Checking,Healthcare,Walgreens,40.1,credit,completed,-11612.309999999994,,,5000,,,13175.28,80.0,16608.36,106
336,337,2022-12-03,1,Checking,Entertainment,Movie Theater,90.35,credit,completed,-11521.959999999994,,,5000,,,10627.59,70.0,16169.18,108
337,338,2022-12-04,1,Checking,Dining,McDonald's,15.72,credit,completed,-11506.239999999994,,,5000,,,13425.619999999999,79.0,19737.97,120
338,339,2022-12-05,1,Checking,Rent,Rent Payment,169.63,debit,completed,-11675.869999999994,,,5000,,,10299.59,68.0,17219.66,110
339,340,2022-12-06,1,Checking,Entertainment,Movie Theater,238.62,credit,completed,-11437.249999999993,,,5000,,,10627.59,70.0,16169.18,108
340,341,2022-12-07,1,Checking,Utilities,Con Edison,176.46,credit,completed,-11260.789999999994,,,5000,,,8867.09,61.0,13999.15,95
341,342,2022-12-08,1,Checking,Utilities,Con Edison,259.59,debit,completed,-11520.379999999994,,,5000,,,8867.09,61.0,13999.15,95
342,343,2022-12-09,1,Checking,Utilities,Con Edison,183.01,debit,completed,-11703.389999999994,,,5000,,,8867.09,61.0,13999.15,95
343,344,2022-12-10,1,Checking,Dining,McDonald's,249.58,credit,completed,-11453.809999999994,,,5000,,,13425.619999999999,79.0,19737.97,120
344,345,2022-12-11,1,Checking,Entertainment,Spotify,223.62,debit,completed,-11677.429999999995,,,5000,,,10627.59,70.0,16169.18,108
345,346,2022-12-12,1,Checking,Rent,Rent Payment,191.26,debit,completed,-11868.689999999995,,,5000,,,10299.59,68.0,17219.66,110
346,347,2022-12-13,1,Checking,Rent,Rent Payment,150.37,debit,completed,-12019.059999999996,,,5000,,,10299.59,68.0,17219.66,110
347,348,2022-12-14,1,Checking,Rent,Rent Payment,201.21,debit,completed,-12220.269999999995,,,5000,,,10299.59,68.0,17219.66,110
348,349,2022-12-15,1,Checking,Healthcare,CVS,139.47,credit,completed,-12080.799999999996,,,5000,,,13175.28,80.0,16608.36,106
349,350,2022-12-16,1,Checking,Groceries,Trader Joe's,160.77,debit,completed,-12241.569999999996,,,5000,,,8829.12,62.0,14691.57,101
350,351,2022-12-17,1,Checking,Utilities,Con Edison,78.23,debit,completed,-12319.799999999996,,,5000,,,8867.09,61.0,13999.15,95
351,352,2022-12-18,1,Checking,Utilities,Con Edison,108.05,credit,completed,-12211.749999999996,,,5000,,,8867.09,61.0,13999.15,95
352,353,2022-12-19,1,Checking,Entertainment,Movie Theater,257.95,debit,completed,-12469.699999999997,,,5000,,,10627.59,70.0,16169.18,108
353,354,2022-12-20,1,Checking,Groceries,Walmart,293.04,credit,pending,-12176.659999999996,,,5000,,,8829.12,62.0,14691.57,101
354,355,2022-12-21,1,Checking,Healthcare,Walgreens,190.75,credit,completed,-11985.909999999996,,,5000,,,13175.28,80.0,16608.36,106
355,356,2022-12-22,1,Checking,Entertainment,Spotify,197.4,debit,completed,-12183.309999999996,,,5000,,,10627.59,70.0,16169.18,108
356,357,2022-12-23,1,Checking,Dining,Chipotle,241.65,debit,completed,-12424.959999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
357,358,2022-12-24,1,Checking,Shopping,Amazon,156.72,debit,completed,-12581.679999999995,,,5000,,,9529.24,63.0,15401.48,101
358,359,2022-12-25,1,Checking,Entertainment,Netflix,85.12,debit,completed,-12666.799999999996,,,5000,,,10627.59,70.0,16169.18,108
359,360,2022-12-26,1,Checking,Dining,Starbucks,83.85,credit,completed,-12582.949999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
360,361,2022-12-27,1,Checking,Dining,Starbucks,42.67,debit,completed,-12625.619999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
361,362,2022-12-28,1,Checking,Entertainment,Movie Theater,288.53,debit,completed,-12914.149999999996,,,5000,,,10627.59,70.0,16169.18,108
362,363,2022-12-29,1,Checking,Utilities,Con Edison,90.75,credit,completed,-12823.399999999996,,,5000,,,8867.09,61.0,13999.15,95
363,364,2022-12-30,1,Checking,Groceries,Walmart,62.7,credit,pending,-12760.699999999995,,,5000,,,8829.12,62.0,14691.57,101
364,365,2022-12-31,1,Checking,Groceries,Walmart,76.93,credit,completed,-12683.769999999995,,,5000,,,8829.12,62.0,14691.57,101
365,366,2023-01-01,1,Checking,Entertainment,Movie Theater,10.99,debit,completed,-12694.759999999995,,,5000,,,10627.59,70.0,16169.18,108
366,367,2023-01-02,1,Checking,Healthcare,Walgreens,204.81,credit,completed,-12489.949999999995,,,5000,,,13175.28,80.0,16608.36,106
367,368,2023-01-03,1,Checking,Dining,Chipotle,18.13,debit,completed,-12508.079999999994,,,5000,,,13425.619999999999,79.0,19737.97,120
368,369,2023-01-04,1,Checking,Dining,McDonald's,253.94,debit,completed,-12762.019999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
369,370,2023-01-05,1,Checking,Dining,McDonald's,250.73,debit,pending,-13012.749999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
370,371,2023-01-06,1,Checking,Groceries,Trader Joe's,224.61,debit,completed,-13237.359999999995,,,5000,,,8829.12,62.0,14691.57,101
371,372,2023-01-07,1,Checking,Entertainment,Netflix,159.83,debit,completed,-13397.189999999995,,,5000,,,10627.59,70.0,16169.18,108
372,373,2023-01-08,1,Checking,Shopping,Target,170.29,debit,completed,-13567.479999999996,,,5000,,,9529.24,63.0,15401.48,101
373,374,2023-01-09,1,Checking,Groceries,Walmart,27.1,debit,completed,-13594.579999999996,,,5000,,,8829.12,62.0,14691.57,101
374,375,2023-01-10,1,Checking,Rent,Rent Payment,275.24,credit,completed,-13319.339999999997,,,5000,,,10299.59,68.0,17219.66,110
375,376,2023-01-11,1,Checking,Entertainment,Movie Theater,12.9,credit,completed,-13306.439999999997,,,5000,,,10627.59,70.0,16169.18,108
376,377,2023-01-12,1,Checking,Rent,Rent Payment,66.67,credit,completed,-13239.769999999997,,,5000,,,10299.59,68.0,17219.66,110
377,378,2023-01-13,1,Checking,Utilities,Comcast,261.58,credit,completed,-12978.189999999997,,,5000,,,8867.09,61.0,13999.15,95
378,379,2023-01-14,1,Checking,Shopping,Best Buy,71.01,debit,completed,-13049.199999999997,,,5000,,,9529.24,63.0,15401.48,101
379,380,2023-01-15,1,Checking,Entertainment,Netflix,144.28,debit,completed,-13193.479999999998,,,5000,,,10627.59,70.0,16169.18,108
380,381,2023-01-16,1,Checking,Entertainment,Netflix,209.73,credit,completed,-12983.749999999998,,,5000,,,10627.59,70.0,16169.18,108
381,382,2023-01-17,1,Checking,Rent,Rent Payment,237.22,credit,completed,-12746.529999999999,,,5000,,,10299.59,68.0,17219.66,110
382,383,2023-01-18,1,Checking,Shopping,Target,87.69,debit,completed,-12834.22,,,5000,,,9529.24,63.0,15401.48,101
383,384,2023-01-19,1,Checking,Dining,McDonald's,216.34,debit,completed,-13050.56,,,5000,,,13425.619999999999,79.0,19737.97,120
384,385,2023-01-20,1,Checking,Utilities,Con Edison,172.78,credit,completed,-12877.779999999999,,,5000,,,8867.09,61.0,13999.15,95
385,386,2023-01-21,1,Checking,Healthcare,CVS,233.48,debit,completed,-13111.259999999998,,,5000,,,13175.28,80.0,16608.36,106
386,387,2023-01-22,1,Checking,Utilities,Con Edison,236.63,debit,completed,-13347.889999999998,,,5000,,,8867.09,61.0,13999.15,95
387,388,2023-01-23,1,Checking,Healthcare,Walgreens,292.26,credit,completed,-13055.629999999997,,,5000,,,13175.28,80.0,16608.36,106
388,389,2023-01-24,1,Checking,Rent,Rent Payment,182.38,debit,completed,-13238.009999999997,,,5000,,,10299.59,68.0,17219.66,110
389,390,2023-01-25,1,Checking,Utilities,Comcast,168.16,credit,completed,-13069.849999999997,,,5000,,,8867.09,61.0,13999.15,95
390,391,2023-01-26,1,Checking,Utilities,Comcast,163.59,credit,completed,-12906.259999999997,,,5000,,,8867.09,61.0,13999.15,95
391,392,2023-01-27,1,Checking,Healthcare,Walgreens,195.06,credit,completed,-12711.199999999997,,,5000,,,13175.28,80.0,16608.36,106
392,393,2023-01-28,1,Checking,Dining,McDonald's,114.7,credit,completed,-12596.499999999996,,,5000,,,13425.619999999999,79.0,19737.97,120
393,394,2023-01-29,1,Checking,Utilities,Con Edison,113.85,credit,completed,-12482.649999999996,,,5000,,,8867.09,61.0,13999.15,95
394,395,2023-01-30,1,Checking,Groceries,Trader Joe's,232.16,debit,completed,-12714.809999999996,,,5000,,,8829.12,62.0,14691.57,101
395,396,2023-01-31,1,Checking,Entertainment,Netflix,114.75,debit,completed,-12829.559999999996,,,5000,,,10627.59,70.0,16169.18,108
396,397,2023-02-01,1,Checking,Dining,Chipotle,48.28,credit,completed,-12781.279999999995,,,5000,,,13425.619999999999,79.0,19737.97,120
397,398,2023-02-02,1,Checking,Dining,McDonald's,102.11,debit,completed,-12883.389999999996,,,5000,,,13425.619999999999,79.0,19737.97,120
